CustomerID,Customer Name ,email_address,Phone Number,Country,Signup Date,Loyalty Tier,Age,Marketing Opt-In,Customer Segment,"Notes (internal use only, ignore)"
CUST-1532,Alexander Villanueva,alexander.villanueva@outlook.com,297.861.6082,ZA,27-Jul-2022,bronze,-1.0,TRUE,vip,
CUST-1533,Jessica Cross MD,jessica.cross.md@hotmail.com,+1-741-592-3653,Bharat,31/01/2026,bronze,32.0,0,VIP,
CUST-1534,Daniel Carroll,daniel.carroll@yahoo.com,(386) 948-2548,United States,30-Jan-2023,Gold,,,B2B,N/A
CUST-1535, Jessica Young,jessica.young@outlook.com,+1-421-508-1886,United States,08/03/2025,Gold,55.0,FALSE,Wholesale,called twice re: refund
CUST-1536,Whitney Jordan,whitney.jordan@company.co,(454) 675-9182,India,06-Sep-2022,Gold,27.0,N,B2B,called twice re: refund
CUST-1537,Dr. Amanda Lara,dr..amanda.lara@outlook.com,+1-532-278-9384,nigeria,2024/07/14,bronze,24.0,Yes,Retail,called twice re: refund
CUST-1538,heather  nelson  ,heather.nelson@outlook.com,(258) 460-8478,nigeria,05/29/2023,Bronze,34.0,FALSE,Retail,
CUST-1539,James Glover,james.glover@yahoo.com,###-###-####,NG,03/23/2022,,63.0,No,B2B,N/A
CUST-1540,Jeremy Garcia,jeremy.garcia@hotmail.com,8099403428,australia,2024-10-21,bronze,74.0,FALSE,VIP,
CUST-1541,Judith Lane,judith.lane@yahoo.com,536.183.4245,Brasil,"January 15, 2021",Platinum,33.0,TRUE,Wholesale,
CUST-1542, ZACHARY MILLER,zachary.miller@hotmail.com,509,BR,2024-05-18,,55.0,No,B2B,
CUST-1543,Mike Foley,mike.foley@gmail.com,+1-558-595-9979,France,14-Aug-2022,Platinum,31.0,1,vip,
CUST-1544,Brittney Kennedy,brittney.kennedy@hotmail.com,(623) 135-2180,CA,2024/02/17,Silver,41.0,,vip,
CUST-1545,Steven Munoz,steven.munoz@company.co,(613) 271-1273,S. Africa,2022-08-17,Platinum,59.0,N,Wholesale,called twice re: refund
CUST-1546,Madison Harvey,madison.harvey@company.co,677.640.1937,Deutschland,11-Jan-2022,Silver,-1.0,N,retail ,called twice re: refund
CUST-1547,Tiffany Mann,tiffany.mann@hotmail.com,+1-461-889-9689,UK,2022-06-02,Bronze,41.0,Yes,Wholesale,
CUST-1047,Nathan Jones,nathan.jones@yahoo.com,(215) 408-4017,FR,"April 19, 2025",Silver,33.0,0,Wholesale,
CUST-1549,Michelle King,michelle.king@outlook.com,+1-449-649-3600,AU,2023-06-21,,150.0,TRUE,B2B,N/A
CUST-1550,Donald Owens,donald.owens@hotmail.com,+1-341-832-5797,Deutschland,07/05/2023,bronze,70.0,,Wholesale,
CUST-1551,Brian Vazquez,brian.vazquez@company.co,225.760.5495,NG,04/22/2023,Gold,-2.0,Yes,Wholesale,called twice re: refund
CUST-1552,Christopher Barr,christopher.barr@hotmail.com,528,Brasil,11/05/2021,Bronze,-5.0,Yes,Wholesale,
CUST-1553,Phillip Sandoval,phillip.sandovalyahoo.com,321.316.8192,DE,2022-01-22,bronze,150.0,0,Retail,
CUST-1554,Angel Lewis,angel.lewis@outlook.com,3068268934,South Africa,2025-02-30,Platinum,35.0,1,retail ,
CUST-1555,Brandon Wilson,brandon.wilson@,992.141.6990,Germany,"December 16, 2024",Platinum,33.0,,Retail,
CUST-1556,Joe Gross,joe.gross@yahoo.com,191.699.6051,united states,"April 09, 2021",,,Yes,vip,N/A
CUST-1557,tim martinez,tim.martinez@hotmail.com,446.862.8921,United States,24/02/2025,,20.0,,Wholesale,
CUST-1558,Andrew Williamson,andrew.williamson@yahoo.com,128.281.6539,Brasil,2025/09/03,bronze,-4.0,FALSE,vip,N/A
CUST-1559,Dean Ochoa,dean.ochoa@yahoo.com,347.635.4310,Australia,"July 01, 2024",GOLD,33.0,Yes,Retail,
CUST-1560,Dustin Watson,dustin.watson@yahoo.com,258.230.5125,NG,2021-08-28,GOLD,54.0,No,Wholesale,called twice re: refund
CUST-1561,John Boyd,john.boyd@yahoo.com,598.463.5987,England,11/09/2024,Platinum,67.0,TRUE,vip,
CUST-1562,Amber Ferguson,amber.ferguson@hotmail.com,698,nigeria,"October 25, 2022",,63.0,Y,retail ,
CUST-1563,Lisa Miller,lisa.miller@outlook.com,(875) 453-4586,RSA,11-Jan-2022,,70.0,No,B2B,N/A
CUST-1564,Courtney Murphy,courtney.murphy@outlook.com,438.648.7598,canada,05/31/2026,,67.0,0,Wholesale,
CUST-1565,Brenda Herring,brenda.herring@company.co,+1-316-355-2760,australia,2024-03-23,,71.0,N,VIP,
CUST-1566,Adam Flores,adam.flores@company.co,+1-597-529-8708,United States,28-Oct-2024,bronze,24.0,N,vip,N/A
CUST-1567,Gary Johnson,gary.johnson@yahoo.com,(540) 618-9562,Australia,"January 15, 2023",,-1.0,,Wholesale,N/A
CUST-1568,Richard Reese,richard.reese@yahoo.com,call-me-maybe,Germany,2021-06-09,bronze,-4.0,1,Retail,
CUST-1569,Erika Brown,erika.brown@gmail.com,(517) 351-3844,germany,"July 03, 2022",Bronze,69.0,0,Wholesale,
CUST-1570,Kirsten Cook,kirsten.cook@hotmail.com,+1-629-574-2296,Australia,09/09/2021,,54.0,1,B2B,
CUST-1571,Pedro Williams,pedro.williams@hotmail.com,+1-793-587-6216,United States of America,2025-11-06,Bronze,-4.0,1,Wholesale,
CUST-1572,Charles Jordan,charles.jordan@hotmail.com,+1-550-994-7135,Britain,2025-05-17,Bronze,42.0,N,Wholesale,
CUST-1573,Linda Harris,linda.harris@outlook.com,(264) 934-4306,india,2025-02-28,Silver,51.0,0,B2B,called twice re: refund
CUST-1574,Brett Wagner,brett.wagner@company.co,596.175.3489,U.S.A.,10/08/2021,GOLD,,TRUE,Retail,
CUST-1575,Michael Chan,michael.chan@outlook.com,3207728031,Britain,2025-12-20,Silver,,0,retail ,VIP - handle with care
CUST-1576,John Payne,john.payne@yahoo.com,4264993391,Nigeria,2023-03-26,Platinum,36.0,N,B2B,
CUST-1577,Nicole Gonzalez,nicole.gonzalez@yahoo.com,153.609.7113,Canada,2024/12/18,Silver,-4.0,No,vip,N/A
CUST-1578,Barbara Holder,barbara.holder@,+1-903-272-2272,Nigéria,2023-08-28,Silver,37.0,Y,B2B,N/A
CUST-1579,Michelle Morales,michelle.morales@company.co,1929699656,India,2026/02/07,bronze,43.0,TRUE,vip,called twice re: refund
CUST-1580,kenneth kaiser,kenneth.kaiser@company.co,3467883172,CA,2023-02-21,Platinum,72.0,FALSE,retail ,
CUST-1581,Judy Harris,judy.harris@company.co,940.151.7995,England,2021/04/22,Platinum,30.0,Yes,retail ,called twice re: refund
CUST-1582,Richard Anderson,richard.anderson@outlook.com,799.448.2895,ZA,08/27/2022,,70.0,FALSE,Wholesale,
CUST-1583,Robert Moore,robert.moore@hotmail.com,(592) 265-4818,france,2024-11-23,,-5.0,0,VIP,
CUST-1584,CINDY COWAN,cindy.cowan@company.co,+1-302-678-7084,india,2025/07/11,,24.0,FALSE,B2B,N/A
CUST-1585,Paul Harvey,paul.harvey@outlook.com,+1-808-655-7252,USA,2022/10/06,Gold,60.0,1,Wholesale,called twice re: refund
CUST-1586,KENT SALINAS,kent.salinas@yahoo.com,972.788.1820,india,2024/10/25,bronze,27.0,No,Retail,
CUST-1587,FRANK LUNA  ,frank.luna@yahoo.com,457.187.9188,United Kingdom,2025-02-30,,47.0,0,vip,
CUST-1588,Andrea Melton,andrea.melton@gmail.com,+1-216-193-1509,Deutschland,30-Sep-2023,,74.0,Y,B2B,VIP - handle with care
CUST-1589,Matthew Lopez,matthew.lopez@company.co,(412) 647-6789,IN,"April 04, 2026",Gold,54.0,No,Retail,called twice re: refund
CUST-1590,Debra Mcdonald,debra.mcdonald@hotmail.com,call-me-maybe,United States of America,20-Mar-2024,,31.0,N,Wholesale,called twice re: refund
CUST-1591,Eric Acevedo,eric.acevedo@outlook.com,+1-211-642-2817,australia,04/28/2021,GOLD,67.0,FALSE,B2B,VIP - handle with care
CUST-1592,valerie montgomery,valerie.montgomery@hotmail.com,+1-742-300-9929,France,2026-04-12,Bronze,49.0,N,Retail,N/A
CUST-1593,Robert Pittman,robert.pittman@gmail.com,499,BR,00/00/2025,Bronze,62.0,No,vip,VIP - handle with care
CUST-1594,Andrew Weaver,andrew.weaver@yahoo.com,9948325060,RSA,18/11/2022,Bronze,73.0,Y,Wholesale,
CUST-1595,Ian Guerrero,ian.guerrero @outlook.com,6864648823,FR,2023-03-24,Gold,71.0,Yes,B2B,VIP - handle with care
CUST-1596, robert anderson,robert.anderson@gmail.com,+1-650-967-7919,South Africa,2021-10-27,bronze,27.0,Yes,VIP,
CUST-1597,Victoria Holloway,victoria.holloway@@hotmail.com,+1-386-767-8418,nigeria,12-Jun-2021,bronze,68.0,No,retail ,called twice re: refund
CUST-1598,David Young,david.young@hotmail.com,416,CA,2025/05/19,GOLD,150.0,Y,B2B,called twice re: refund
CUST-1599,William Hill,william.hill@yahoo.com,353,US,2021-09-10,Silver,61.0,TRUE,Wholesale,called twice re: refund
CUST-1600,Tara Anderson,tara.anderson@yahoo.com,4459255072,Bharat,29-Jul-2022,GOLD,61.0,1,Wholesale,N/A
CUST-1601,Crystal Townsend,crystal.townsend@yahoo.com,1345436793,Canada,2023/06/06,Platinum,,N,Wholesale,
CUST-1602,Christina Campbell,christina.campbell@gmail.com,(180) 180-1901,australia,2023/01/02,Silver,,0,retail ,called twice re: refund
CUST-1603,Sara Phelps MD,sara.phelps.md@hotmail.com,+1-155-538-7735,united states,2023/07/07,Platinum,37.0,0,retail ,VIP - handle with care
CUST-1604,ASHLEY JOHNSON,ashley.johnson@outlook.com,152,United Kingdom,22/02/2025,Gold,34.0,TRUE,VIP,VIP - handle with care
CUST-1605,Tina Hammond,tina.hammond@gmail.com,+1-945-193-3668,India,10-Apr-2021,Gold,73.0,1,vip,
CUST-1606,David Taylor,david.taylor@company.co,(755) 368-9060,England,25/07/2023,bronze,24.0,1,VIP,
CUST-1607,michael ortiz  ,michael.ortiz@hotmail.com,178,CA,06/14/2026,bronze,54.0,Yes,Wholesale,
CUST-1608,Christopher Miles,christopher.miles @gmail.com,4983885706,DE,2021/01/13,Silver,51.0,Y,Wholesale,
CUST-1609,Jeffrey Lopez,jeffrey.lopez@gmail.com,+1-896-511-5994,United Kingdom,2025-04-31,GOLD,44.0,Yes,B2B,
CUST-1610,Eugene Davidson,eugene.davidson@,(550) 830-3245,BR,02/02/2023,Bronze,43.0,N,VIP,
CUST-1611,Jodi Russell,jodi.russell@hotmail.com,(412) 121-8458,Deutschland,12-Mar-2021,Bronze,-4.0,Y,Wholesale,
CUST-1612,Nicole Harper,nicole.harper@outlook.com,(584) 700-2421,United Kingdom,"February 21, 2027",Bronze,38.0,,retail ,VIP - handle with care
CUST-1613,Samantha Brown,samantha.brown@companyco,+1-644-822-4143,Brasil,2025/11/25,GOLD,,FALSE,Wholesale,
CUST-1614,Brandon Reed,brandon.reed@gmail.com,(771) 967-1210,ZA,2025-02-30,Silver,20.0,N,Retail,N/A
CUST-1615,Jessica Anderson,jessica.anderson@gmail.com,9379666732,BR,15/10/2024,,27.0,Yes,vip,
CUST-1616,Andrew Holloway,andrew.holloway@company.co,770,Canada,2023/01/21,Silver,20.0,N,retail ,
CUST-1617,Kenneth Pratt,kenneth.pratt@,call-me-maybe,Canada,2023-01-03,Bronze,50.0,1,B2B,called twice re: refund
CUST-1618,Jasmine Berger,jasmine.berger@gmail.com,2453388272,nigeria,"December 16, 2025",Silver,42.0,No,VIP,VIP - handle with care
CUST-1619,Donna Foster,donna.foster@hotmail.com,call-me-maybe,Australia,"July 14, 2024",Platinum,35.0,Yes,Wholesale,
CUST-1620,Jessica Lynch,jessica.lynch@,+1-571-561-4025,Canada,2021-12-21,Silver,-2.0,,retail ,
CUST-1621,Amanda Hayes,amanda.hayes@hotmailcom,330,ZA,2025-02-10,,30.0,FALSE,vip,called twice re: refund
CUST-1622,Lisa Allison,lisa.allison @gmail.com,+1-312-328-6023,England,06-Jun-2023,Gold,37.0,1,Wholesale,N/A
CUST-1623,Linda Terrell,linda.terrell@hotmail.com,(782) 968-3528,NG,2022-03-29,Silver,,N,vip,called twice re: refund
CUST-1624,Mark Brown,mark.brown@hotmail.com,(548) 613-6029,germany,"October 02, 2025",GOLD,150.0,FALSE,Retail,VIP - handle with care
CUST-1625,Dr. Luis Porter,dr..luis.porter@hotmail.com,(948) 974-1000,U.S.A.,"May 02, 2021",bronze,,N,vip,
CUST-1626,roy clark,roy.clark@outlook.com,2646273360,CA,04-May-2025,Bronze,35.0,,vip,
CUST-1627,gloria villarreal,gloria.villarreal@yahoo.com,+1-328-669-2548,germany,10/10/2022,bronze,29.0,,Retail,
CUST-1628,Kimberly Garner,kimberly.garner@yahoo.com,404.139.6802,canada,09/11/2023,Silver,67.0,No,Wholesale,
CUST-1629,Mark Wells,mark.wells@outlook.com,+1-937-237-1261,Germany,24/05/2022,Gold,42.0,N,Wholesale,called twice re: refund
CUST-1630,amy patel,amy.patel@outlook.com,call-me-maybe,France,2025/03/17,Silver,31.0,1,vip,
CUST-1631,Alexandra Collins,alexandra.collins@company.co,+1-255-123-9945,BR,12/04/2024,Platinum,57.0,,VIP,
CUST-1632,David Gonzalez,david.gonzalez@gmail.com,+1-501-613-5158,australia,"February 25, 2024",GOLD,38.0,TRUE,VIP,
CUST-1633,MICHELLE CHERRY,michelle.cherry@outlook.com,9858086500,Brasil,15-Jan-2024,bronze,35.0,Yes,B2B,
CUST-1634,Cody Eaton,cody.eaton@company.co,(871) 767-3657,india,2022/05/01,,19.0,Yes,B2B,called twice re: refund
CUST-1635,Nicholas Whitaker  ,nicholas.whitaker@company.co,9895138003,RSA,2025/01/27,bronze,24.0,0,Wholesale,
CUST-1636,Tonya Johnson,tonya.johnson @yahoo.com,349,France,2025-08-07,Bronze,51.0,1,Wholesale,
CUST-1637,Mark Holloway,mark.holloway@outlook.com,469.310.3534,FR,2021-03-05,GOLD,29.0,FALSE,Wholesale,
CUST-1638,Jason Johnson,jason.johnson@outlook.com,###-###-####,france,"November 18, 2022",Gold,28.0,1,B2B,called twice re: refund
CUST-1639,Danielle Beasley,danielle.beasley@outlook.com,call-me-maybe,US,29-May-2022,bronze,40.0,N,Wholesale,VIP - handle with care
CUST-1640,Terry Marquez,terry.marquez@gmail.com,+1-542-118-8818,United States,2023-07-09,,71.0,Yes,retail ,called twice re: refund
CUST-1641,Julie Jackson,julie.jackson@company.co,+1-750-321-7902,germany,2021-03-13,Platinum,-3.0,Yes,Wholesale,
CUST-1642,Charles Moore,charles.moore@yahoo.com,483.725.9043,Brazil,22-Sep-2024,Gold,44.0,Yes,VIP,
CUST-1643, Earl Austin,earl.austin@hotmail.com,1351086167,ZA,2024-11-28,Bronze,38.0,Y,Retail,
CUST-1644,Jon Holland,jon.holland@outlook.com,8972338002,germany,23-Mar-2022,Bronze,44.0,Y,Wholesale,called twice re: refund
CUST-1645,Amber Smith,amber.smith@gmail.com,8954313775,Brazil,13/01/2024,bronze,63.0,TRUE,vip,
CUST-1646,Regina Chapman,regina.chapman@hotmail.com,2934934023,canada,03/16/2022,,,N,retail ,
CUST-1609,Cynthia Glenn,cynthia.glenn@hotmail.com,411.433.2312,germany,2023/03/05,,30.0,Y,VIP,N/A
CUST-1648, TERRY VAUGHN,terry.vaughn@hotmail.com,2469703315,france,"April 13, 2021",,51.0,No,VIP,
CUST-1649,Christina Morales,christina.morales@hotmail.com,(646) 613-5510,S. Africa,2023-04-14,Gold,57.0,,retail ,N/A
CUST-1650,Amy Hicks,amy.hicks@hotmail.com,(273) 455-7537,Germany,2022-09-29,Platinum,64.0,0,Retail,called twice re: refund
CUST-1651,Thomas Smith,thomas.smith@hotmail.com,985,Britain,2022-01-08,Bronze,55.0,,Retail,
CUST-1652,Karen Hanna,karen.hanna@hotmail.com,(357) 446-6911,France,2021-07-27,bronze,35.0,TRUE,VIP,
CUST-1653,Bradley Andrade,bradley.andrade@gmail.com,4442027619,Germany,09/03/2021,Silver,27.0,FALSE,Wholesale,N/A
CUST-1654,Charles Adams,charles.adams@company.co,+1-864-229-5691,USA,"June 20, 2023",Gold,44.0,No,vip,
CUST-1655,THOMAS CURTIS  ,thomas.curtis@company.co,+1-488-180-9951,France,"August 18, 2021",Silver,26.0,1,Retail,called twice re: refund
CUST-1656,Jeffrey Anderson,jeffrey.anderson@@gmail.com,call-me-maybe,Nigéria,2021/10/30,Gold,60.0,1,retail ,N/A
CUST-1657,Jacqueline Torres,jacqueline.torres@yahoo.com,9809748182,South Africa,28/05/2022,bronze,51.0,0,VIP,
CUST-1658,Benjamin Johnson,benjamin.johnson@@yahoo.com,206.644.9213,Canada,2025/05/14,bronze,72.0,1,VIP,N/A
CUST-1659,Ana Miller,ana.miller@company.co,(597) 437-8709,South Africa,05-Jun-2021,Bronze,31.0,Yes,B2B,called twice re: refund
CUST-1660,ERIC MCMAHON,eric.mcmahon@gmail.com,8668738984,india,"November 03, 2024",GOLD,65.0,Yes,Wholesale,N/A
CUST-1661, Anthony Huang,anthony.huang@hotmail.com,(174) 172-8138,Bharat,"February 04, 2024",GOLD,150.0,TRUE,Wholesale,
CUST-1662,Cynthia Jones,cynthia.jones@yahoo.com,406,US,06-Apr-2024,bronze,25.0,Yes,Retail,VIP - handle with care
CUST-1663,CAITLIN SMITH,caitlin.smith@,9737151456,England,2022-10-15,Gold,49.0,Y,VIP,N/A
CUST-1664,Marisa Meyer,marisa.meyer@hotmail.com,+1-917-878-2877,Brazil,2021-10-29,,55.0,Yes,VIP,
CUST-1665,Daniel Mcclain,daniel.mcclain@outlook.com,+1-985-951-1171,USA,11/10/2024,Gold,26.0,0,Wholesale,called twice re: refund
CUST-1666,MRS. ALEJANDRA CALHOUN,mrs..alejandra.calhoun@gmail.com,+1-557-278-2524,Brasil,2021-05-26,Gold,53.0,1,B2B,VIP - handle with care
CUST-1667,Michael Mahoney,michael.mahoney@gmail.com,+1-356-375-5595,nigeria,00/00/2025,,56.0,1,Wholesale,
CUST-1668,Evan Hall  ,evan.hall@gmail.com,999.519.5861,S. Africa,2021/08/11,GOLD,27.0,0,VIP,VIP - handle with care
CUST-1669,Angela Crawford,angela.crawford@yahoocom,540.267.3500,australia,01-Mar-2023,bronze,58.0,N,VIP,N/A
CUST-1670,Sydney Webb,sydney.webb@hotmail.com,420.309.9348,CA,20-Sep-2022,Silver,61.0,0,B2B,VIP - handle with care
CUST-1671,John Price,john.price@outlook.com,+1-892-395-7708,United States of America,11/08/2022,GOLD,55.0,0,retail ,VIP - handle with care
CUST-1672,Janice Valencia,janice.valencia@hotmail.com,151.829.9924,Canada,09/18/2025,,41.0,No,VIP,called twice re: refund
CUST-1673,Stephanie Fisher,stephanie.fisher@gmail.com,+1-725-352-4703,Nigéria,13/07/2022,Silver,-2.0,,Wholesale,
CUST-1674,Sarah Sullivan,sarah.sullivan@yahoo.com,+1-593-783-8292,UK,"January 01, 2022",GOLD,53.0,Yes,Retail,
CUST-1675,KAYLA HARPER,kayla.harper@gmail.com,3209107011,AU,08/02/2023,Platinum,-4.0,Y,vip,N/A
CUST-1676,Sheila Holmes,sheila.holmes@outlook.com,+1-782-790-3491,AU,06/05/2023,Platinum,74.0,FALSE,vip,called twice re: refund
CUST-1677,Elizabeth Cunningham,elizabeth.cunningham@company.co,5886104709,Nigeria,11/14/2022,Platinum,55.0,1,Retail,
CUST-1678,Rachel Mcclain,rachel.mcclain@outlook.com,840.646.4926,ZA,16-Jul-2022,Bronze,22.0,FALSE,B2B,
CUST-1679,Daniel Farmer,daniel.farmer@,###-###-####,England,"December 22, 2021",Silver,52.0,1,B2B,called twice re: refund
CUST-1680,Miranda Maldonado,miranda.maldonado@gmail.com,(484) 123-4707,IN,01/27/2023,Platinum,22.0,No,Retail,called twice re: refund
CUST-1681,Sarah Wright,sarah.wright@company.co,5237502314,Nigeria,2024-12-30,,39.0,FALSE,VIP,VIP - handle with care
CUST-1682,Richard Brown,richard.brown@gmail.com,362.425.6106,United States,01/10/2025,GOLD,28.0,1,Wholesale,VIP - handle with care
CUST-1683,Stefanie Pugh,stefanie.pugh@company.co,###-###-####,FR,2022/07/01,bronze,61.0,N,Retail,
CUST-1684,Bradley Sharp,bradley.sharp@yahoo.com,call-me-maybe,FR,"March 09, 2022",Silver,62.0,,B2B,
CUST-1685,tricia morgan,tricia.morgan@outlook.com,(650) 276-9717,france,"August 29, 2023",Bronze,27.0,1,vip,VIP - handle with care
CUST-1686,Christopher Smith,christopher.smith@outlook.com,+1-498-820-7054,BR,17/12/2023,Platinum,150.0,0,Wholesale,
CUST-1687,Elizabeth Berry,elizabeth.berrygmail.com,453.564.5941,Nigeria,03/04/2026,,68.0,Yes,Retail,N/A
CUST-1688,James Mcguire,james.mcguire@yahoo.com,call-me-maybe,Brazil,06/01/2026,bronze,48.0,N,retail ,
CUST-1689,Joel Marquez,joel.marquezyahoo.com,606.634.2804,canada,22-Feb-2024,GOLD,63.0,Y,VIP,
CUST-1690,Cynthia Webb,cynthia.webb@gmail.com,+1-658-553-2672,Germany,16-Nov-2022,Platinum,41.0,Y,Wholesale,called twice re: refund
CUST-1691, JULIE CASTILLO,julie.castillo@yahoo.com,298,South Africa,18-Jan-2022,Gold,20.0,N,retail ,called twice re: refund
CUST-1692,Pamela Butler,pamela.butler@company.co,(814) 732-7981,U.S.A.,2023/06/08,Bronze,25.0,N,Retail,N/A
CUST-1693,Bradley Jackson,bradley.jackson@@hotmail.com,587.929.1802,CA,05/21/2026,GOLD,44.0,No,Wholesale,
CUST-1694,Ryan Randolph,ryan.randolph@yahoo.com,call-me-maybe,france,2023/08/22,Bronze,64.0,Y,VIP,N/A
CUST-1695,Ashley Manning,ashley.manning@@outlook.com,951,nigeria,24-Jan-2022,,53.0,N,B2B,called twice re: refund
CUST-1696,Sherry Watson,sherry.watson@company.co,8021201996,Nigéria,08-Jan-2024,,20.0,Yes,B2B,
CUST-1697,Natalie Meyers,natalie.meyers@@outlook.com,7174643999,germany,2021-09-06,Silver,41.0,No,Retail,N/A
CUST-1698,Troy Allen,troy.allen@company.co,call-me-maybe,USA,12-Aug-2021,Bronze,150.0,Yes,Wholesale,called twice re: refund
CUST-1699,Alison Meadows,alison.meadows@gmail.com,761.415.9677,United States,2021-04-08,GOLD,-2.0,0,Wholesale,VIP - handle with care
CUST-1391,tamara jennings  ,tamara.jennings@company.co,(168) 212-7411,United Kingdom,08-Jul-2024,Platinum,60.0,N,Retail,
CUST-1701,Danny Garrett,danny.garrett@,7573428633,australia,2023/04/30,Silver,150.0,,VIP,
CUST-1702,Kelly Baker DDS,kelly.baker.dds@company.co,+1-440-294-1037,United States of America,2022-12-01,Bronze,31.0,Y,Wholesale,
CUST-1703,Allison Mann,allison.mann@company.co,639,france,02/09/2024,GOLD,68.0,TRUE,Retail,VIP - handle with care
CUST-1704,Andrew Gray,andrew.gray@yahoo.com,(627) 513-2716,Australia,07/21/2024,Gold,150.0,TRUE,vip,VIP - handle with care
CUST-1705,Susan Carter,susan.carter@company.co,902.922.4610,Canada,09/25/2022,Silver,62.0,FALSE,B2B,
CUST-1706,JOSHUA BRUCE,joshua.bruce@gmail.com,+1-642-794-2315,nigeria,"March 16, 2022",,53.0,FALSE,Wholesale,
CUST-1707,Kim Evans,kim.evans@outlook.com,###-###-####,United States,"January 26, 2023",Silver,25.0,0,VIP,VIP - handle with care
CUST-1708,Chase Thompson,chase.thompson@gmail.com,(426) 557-8020,united states,03/07/2021,Gold,-1.0,Y,Wholesale,called twice re: refund
CUST-1709,Marvin Powell,marvin.powell@outlook.com,6537269195,US,2025-06-25,,21.0,N,vip,
CUST-1710,Katie Anderson,katie.anderson@hotmail.com,467.490.9103,U.K.,2023-01-12,Bronze,150.0,0,Wholesale,N/A
CUST-1711,David Hunter,david.hunter@company.co,177,Nigeria,02/18/2027,Silver,18.0,Yes,Wholesale,
CUST-1095,Maxwell Anderson DVM,maxwell.anderson.dvm@gmail.com,call-me-maybe,Australia,29-Sep-2024,Gold,59.0,,Wholesale,
CUST-1713,GABRIELA CROSBY,gabriela.crosby@gmail.com,+1-150-785-2306,U.S.A.,2026-06-30,bronze,150.0,N,retail ,N/A
CUST-1714,Mrs. Jessica Powell,mrs..jessica.powell@hotmail.com,7139231986,Nigeria,01/05/2023,Gold,72.0,FALSE,Wholesale,
CUST-1715,Michael Lloyd PhD,michael.lloyd.phd@company.co,###-###-####,canada,"January 21, 2026",,34.0,,B2B,
CUST-1716,derrick garcia,derrick.garcia@outlook.com,756.239.7871,DE,19-Jan-2025,Platinum,62.0,,B2B,VIP - handle with care
CUST-1717,Nancy Gomez,nancy.gomez@hotmail.com,(805) 994-3204,BR,04-Sep-2022,bronze,49.0,0,VIP,called twice re: refund
CUST-1718,Brandon Phillips,brandon.phillips@@yahoo.com,+1-497-367-4026,Nigéria,"December 27, 2022",Silver,64.0,1,Wholesale,N/A
CUST-1719,Joyce Griffin,joyce.griffin@yahoo.com,526.516.4279,France,20/07/2024,bronze,40.0,N,Retail,
CUST-1720,Joseph Patton,joseph.patton@company.co,(633) 608-6710,CA,12/04/2024,Platinum,58.0,N,retail ,VIP - handle with care
CUST-1721,Susan Adams,susan.adams@yahoo.com,8735138934,australia,2022/05/05,Platinum,22.0,N,B2B,N/A
CUST-1722,Amanda Brown,amanda.brown@hotmail.com,3442792674,Germany,00/00/2025,GOLD,20.0,,VIP,
CUST-1723,Matthew Woods,matthew.woods@hotmail.com,905.145.1433,France,24/07/2022,bronze,48.0,N,retail ,called twice re: refund
CUST-1724,Steven Ford,steven.ford@hotmail.com,997.584.6268,Bharat,05/11/2026,Platinum,73.0,Yes,vip,called twice re: refund
CUST-1725,Shannon Orr,shannon.orr@yahoo.com,+1-231-151-4952,CA,18-Feb-2023,GOLD,,Yes,retail ,N/A
CUST-1726,Kevin Anderson,kevin.anderson@company.co,+1-839-179-1373,BR,14-Aug-2023,Platinum,27.0,,VIP,
CUST-1727,Donna Lewis,donna.lewis@outlook.com,(601) 830-1418,FR,06-Jul-2025,Gold,,1,Wholesale,called twice re: refund
CUST-1728,Roger Vaughn,roger.vaughn@company.co,9713696149,Britain,17/10/2021,GOLD,-5.0,Y,retail ,
CUST-1729,David Jackson,david.jackson@gmailcom,279.126.7781,germany,12/06/2023,Silver,-1.0,No,vip,
CUST-1730,Ashley Johnson,ashley.johnson@hotmail.com,(266) 903-6470,Brazil,26/10/2025,Platinum,150.0,,VIP,
CUST-1731,Christopher Payne,christopher.payne@hotmail.com,call-me-maybe,Brasil,01/13/2027,,33.0,1,Retail,N/A
CUST-1732,Carolyn Stephens,carolyn.stephens@,(614) 844-8480,FR,2025/06/24,,63.0,No,B2B,N/A
CUST-1733,Kyle  Williams,kyle.williams@company.co,+1-342-626-8463,Australia,"August 21, 2025",GOLD,,Yes,Wholesale,called twice re: refund
CUST-1734,Timothy Nelson,timothy.nelson @hotmail.com,+1-747-554-3467,US,2023-02-17,Platinum,53.0,0,Wholesale,
CUST-1735,Marcia Reyes,marcia.reyes@yahoo.com,call-me-maybe,germany,2021/02/23,,150.0,1,Wholesale,
CUST-1736,George Barnett,george.barnett@outlook.com,+1-215-698-7283,United States of America,01/15/2022,bronze,68.0,N,retail ,
CUST-1737, David Durham,david.durham@,###-###-####,BR,2024/07/30,,26.0,TRUE,Wholesale,VIP - handle with care
CUST-1738,Laura Garcia,laura.garcia@outlook.com,+1-881-743-8215,germany,02/23/2024,GOLD,35.0,N,VIP,
CUST-1739,Jennifer Bean,jennifer.bean@hotmail.com,9144176409,AU,29-Mar-2026,,36.0,0,VIP,called twice re: refund
CUST-1740,Diane Welch,diane.welch@outlook.com,+1-528-921-3351,Australia,31-Dec-2022,,35.0,Y,vip,
